date,year,month,hour,weekday_name,anatomical_therapeutic_chemical,sales
2014-01-02,2014,1,20,Thursday,M01AE,0.0
2014-01-02,2014,1,20,Thursday,N02BA,0.0
2014-01-02,2014,1,20,Thursday,N02BE,0.0
2014-01-02,2014,1,20,Thursday,N05B,0.0
2014-01-02,2014,1,20,Thursday,N05C,0.0
2014-01-02,2014,1,20,Thursday,R03,0.0
2014-01-02,2014,1,20,Thursday,R06,0.0
2014-01-02,2014,1,21,Thursday,M01AB,0.0
2014-01-02,2014,1,21,Thursday,M01AE,0.0
2014-01-02,2014,1,21,Thursday,N02BA,0.0
2014-01-02,2014,1,21,Thursday,N02BE,0.0
2014-01-02,2014,1,21,Thursday,N05B,0.0
2014-01-02,2014,1,21,Thursday,N05C,0.0
2014-01-02,2014,1,21,Thursday,R03,0.0
2014-01-02,2014,1,21,Thursday,R06,0.0
2014-01-02,2014,1,22,Thursday,M01AB,0.0
2014-01-02,2014,1,22,Thursday,M01AE,0.0
2014-01-02,2014,1,22,Thursday,N02BA,0.0
2014-01-02,2014,1,22,Thursday,N02BE,0.0
2014-01-02,2014,1,22,Thursday,N05B,0.0
2014-01-02,2014,1,22,Thursday,N05C,0.0
2014-01-02,2014,1,22,Thursday,R03,0.0
2014-01-02,2014,1,22,Thursday,R06,0.0
2014-01-02,2014,1,23,Thursday,M01AB,0.0
2014-01-02,2014,1,23,Thursday,M01AE,0.0
2014-01-02,2014,1,23,Thursday,N02BA,0.0
2014-01-02,2014,1,23,Thursday,N02BE,0.0
2014-01-02,2014,1,23,Thursday,N05B,0.0
2014-01-02,2014,1,23,Thursday,N05C,0.0
2014-01-02,2014,1,23,Thursday,R03,0.0
2014-01-02,2014,1,23,Thursday,R06,0.0
2014-01-03,2014,1,0,Friday,M01AB,0.0
2014-01-03,2014,1,0,Friday,M01AE,0.0
2014-01-03,2014,1,0,Friday,N02BA,0.0
2014-01-03,2014,1,0,Friday,N02BE,0.0
2014-01-03,2014,1,0,Friday,N05B,0.0
2014-01-03,2014,1,0,Friday,N05C,0.0
2014-01-03,2014,1,0,Friday,R03,0.0
2014-01-03,2014,1,0,Friday,R06,0.0
2014-01-03,2014,1,1,Friday,M01AB,0.0
2014-01-03,2014,1,1,Friday,M01AE,0.0
2014-01-03,2014,1,1,Friday,N02BA,0.0
2014-01-03,2014,1,1,Friday,N02BE,0.0
2014-01-03,2014,1,1,Friday,N05B,0.0
2014-01-03,2014,1,1,Friday,N05C,0.0
2014-01-03,2014,1,1,Friday,R03,0.0
2014-01-03,2014,1,1,Friday,R06,0.0
2014-01-03,2014,1,2,Friday,M01AB,0.0
2014-01-03,2014,1,2,Friday,M01AE,0.0
2014-01-03,2014,1,2,Friday,N02BA,0.0
2014-01-03,2014,1,2,Friday,N02BE,0.0
2014-01-03,2014,1,2,Friday,N05B,0.0
2014-01-03,2014,1,2,Friday,N05C,0.0
2014-01-03,2014,1,2,Friday,R03,0.0
2014-01-03,2014,1,2,Friday,R06,0.0
2014-01-03,2014,1,3,Friday,M01AB,0.0
2014-01-03,2014,1,3,Friday,M01AE,0.0
2014-01-03,2014,1,3,Friday,N02BA,0.0
2014-01-03,2014,1,3,Friday,N02BE,0.0
2014-01-03,2014,1,3,Friday,N05B,0.0
2014-01-03,2014,1,3,Friday,N05C,0.0
2014-01-03,2014,1,3,Friday,R03,0.0
2014-01-03,2014,1,3,Friday,R06,0.0
2014-01-03,2014,1,4,Friday,M01AB,0.0
2014-01-03,2014,1,4,Friday,M01AE,0.0
2014-01-03,2014,1,4,Friday,N02BA,0.0
2014-01-03,2014,1,4,Friday,N02BE,0.0
2014-01-03,2014,1,4,Friday,N05B,0.0
2014-01-03,2014,1,4,Friday,N05C,0.0
2014-01-03,2014,1,4,Friday,R03,0.0
2014-01-03,2014,1,4,Friday,R06,0.0
2014-01-03,2014,1,5,Friday,M01AB,0.0
2014-01-03,2014,1,5,Friday,M01AE,0.0
2014-01-03,2014,1,5,Friday,N02BA,0.0
2014-01-03,2014,1,5,Friday,N02BE,0.0
2014-01-03,2014,1,5,Friday,N05B,0.0
2014-01-03,2014,1,5,Friday,N05C,0.0
2014-01-03,2014,1,5,Friday,R03,0.0
2014-01-03,2014,1,5,Friday,R06,0.0
2014-01-03,2014,1,6,Friday,M01AB,0.0
2014-01-03,2014,1,6,Friday,M01AE,0.0
2014-01-03,2014,1,6,Friday,N02BA,0.0
2014-01-03,2014,1,6,Friday,N02BE,0.0
2014-01-03,2014,1,6,Friday,N05B,0.0
2014-01-03,2014,1,6,Friday,N05C,0.0
2014-01-03,2014,1,6,Friday,R03,0.0
2014-01-03,2014,1,6,Friday,R06,0.0
2014-01-03,2014,1,7,Friday,M01AB,0.0
2014-01-03,2014,1,7,Friday,M01AE,0.0
2014-01-03,2014,1,7,Friday,N02BA,0.0
2014-01-03,2014,1,7,Friday,N02BE,0.0
2014-01-03,2014,1,7,Friday,N05B,1.0
2014-01-03,2014,1,7,Friday,N05C,0.0
2014-01-03,2014,1,7,Friday,R03,0.0
2014-01-03,2014,1,7,Friday,R06,0.0
2014-01-03,2014,1,8,Friday,M01AB,0.0
2014-01-03,2014,1,8,Friday,M01AE,0.0
2014-01-03,2014,1,8,Friday,N02BA,0.0
2014-01-03,2014,1,8,Friday,N02BE,0.6
2014-01-03,2014,1,8,Friday,N05B,0.0
2014-01-03,2014,1,8,Friday,N05C,0.0
2014-01-03,2014,1,8,Friday,R03,0.0
2014-01-03,2014,1,8,Friday,R06,0.0
2014-01-03,2014,1,9,Friday,M01AB,0.0
2014-01-03,2014,1,9,Friday,M01AE,0.0
2014-01-03,2014,1,9,Friday,N02BA,1.0
2014-01-03,2014,1,9,Friday,N02BE,1.0
2014-01-03,2014,1,9,Friday,N05B,0.0
2014-01-03,2014,1,9,Friday,N05C,0.0
2014-01-03,2014,1,9,Friday,R03,0.0
2014-01-03,2014,1,9,Friday,R06,0.0
2014-01-03,2014,1,10,Friday,M01AB,1.0
2014-01-03,2014,1,10,Friday,M01AE,2.0
2014-01-03,2014,1,10,Friday,N02BA,0.0
2014-01-03,2014,1,10,Friday,N02BE,4.1
2014-01-03,2014,1,10,Friday,N05B,2.0
2014-01-03,2014,1,10,Friday,N05C,0.0
2014-01-03,2014,1,10,Friday,R03,0.0
2014-01-03,2014,1,10,Friday,R06,0.0
2014-01-03,2014,1,11,Friday,M01AB,4.0
2014-01-03,2014,1,11,Friday,M01AE,0.0
2014-01-03,2014,1,11,Friday,N02BA,1.0
2014-01-03,2014,1,11,Friday,N02BE,8.0
2014-01-03,2014,1,11,Friday,N05B,4.0
2014-01-03,2014,1,11,Friday,N05C,0.0
2014-01-03,2014,1,11,Friday,R03,0.0
2014-01-03,2014,1,11,Friday,R06,0.0
2014-01-03,2014,1,12,Friday,M01AB,0.0
2014-01-03,2014,1,12,Friday,M01AE,0.0
2014-01-03,2014,1,12,Friday,N02BA,0.4
2014-01-03,2014,1,12,Friday,N02BE,10.4
2014-01-03,2014,1,12,Friday,N05B,4.0
2014-01-03,2014,1,12,Friday,N05C,0.0
2014-01-03,2014,1,12,Friday,R03,10.0
2014-01-03,2014,1,12,Friday,R06,1.0
2014-01-03,2014,1,13,Friday,M01AB,1.0
2014-01-03,2014,1,13,Friday,M01AE,1.0
2014-01-03,2014,1,13,Friday,N02BA,0.0
2014-01-03,2014,1,13,Friday,N02BE,3.0
2014-01-03,2014,1,13,Friday,N05B,2.0
2014-01-03,2014,1,13,Friday,N05C,0.0
2014-01-03,2014,1,13,Friday,R03,0.0
2014-01-03,2014,1,13,Friday,R06,0.0
2014-01-03,2014,1,14,Friday,M01AB,0.0
2014-01-03,2014,1,14,Friday,M01AE,0.0
2014-01-03,2014,1,14,Friday,N02BA,0.0
2014-01-03,2014,1,14,Friday,N02BE,3.0
2014-01-03,2014,1,14,Friday,N05B,0.0
2014-01-03,2014,1,14,Friday,N05C,0.0
2014-01-03,2014,1,14,Friday,R03,1.0
2014-01-03,2014,1,14,Friday,R06,0.0
2014-01-03,2014,1,15,Friday,M01AB,1.0
2014-01-03,2014,1,15,Friday,M01AE,0.0
2014-01-03,2014,1,15,Friday,N02BA,0.0
2014-01-03,2014,1,15,Friday,N02BE,3.0
2014-01-03,2014,1,15,Friday,N05B,0.0
2014-01-03,2014,1,15,Friday,N05C,0.0
2014-01-03,2014,1,15,Friday,R03,6.0
2014-01-03,2014,1,15,Friday,R06,2.0
2014-01-03,2014,1,16,Friday,M01AB,0.0
2014-01-03,2014,1,16,Friday,M01AE,1.0
2014-01-03,2014,1,16,Friday,N02BA,0.0
2014-01-03,2014,1,16,Friday,N02BE,4.2
2014-01-03,2014,1,16,Friday,N05B,0.0
2014-01-03,2014,1,16,Friday,N05C,0.0
2014-01-03,2014,1,16,Friday,R03,2.0
2014-01-03,2014,1,16,Friday,R06,0.0
2014-01-03,2014,1,17,Friday,M01AB,1.0
2014-01-03,2014,1,17,Friday,M01AE,0.0
2014-01-03,2014,1,17,Friday,N02BA,1.0
2014-01-03,2014,1,17,Friday,N02BE,4.0
2014-01-03,2014,1,17,Friday,N05B,1.0
2014-01-03,2014,1,17,Friday,N05C,0.0
2014-01-03,2014,1,17,Friday,R03,0.0
2014-01-03,2014,1,17,Friday,R06,1.0
2014-01-03,2014,1,18,Friday,M01AB,0.0
2014-01-03,2014,1,18,Friday,M01AE,0.0
2014-01-03,2014,1,18,Friday,N02BA,1.0
2014-01-03,2014,1,18,Friday,N02BE,0.3
2014-01-03,2014,1,18,Friday,N05B,2.0
2014-01-03,2014,1,18,Friday,N05C,0.0
2014-01-03,2014,1,18,Friday,R03,0.0
2014-01-03,2014,1,18,Friday,R06,0.0
2014-01-03,2014,1,19,Friday,M01AB,0.0
2014-01-03,2014,1,19,Friday,M01AE,0.0
2014-01-03,2014,1,19,Friday,N02BA,0.0
2014-01-03,2014,1,19,Friday,N02BE,1.0
2014-01-03,2014,1,19,Friday,N05B,0.0
2014-01-03,2014,1,19,Friday,N05C,0.0
2014-01-03,2014,1,19,Friday,R03,1.0
2014-01-03,2014,1,19,Friday,R06,0.0
2014-01-03,2014,1,20,Friday,M01AB,0.0
2014-01-03,2014,1,20,Friday,M01AE,0.0
2014-01-03,2014,1,20,Friday,N02BA,0.0
2014-01-03,2014,1,20,Friday,N02BE,8.0
2014-01-03,2014,1,20,Friday,N05B,0.0
2014-01-03,2014,1,20,Friday,N05C,0.0
2014-01-03,2014,1,20,Friday,R03,0.0
2014-01-03,2014,1,20,Friday,R06,0.0
2014-01-03,2014,1,21,Friday,M01AB,0.0
2014-01-03,2014,1,21,Friday,M01AE,0.0
2014-01-03,2014,1,21,Friday,N02BA,0.0
2014-01-03,2014,1,21,Friday,N02BE,0.0
2014-01-03,2014,1,21,Friday,N05B,0.0
2014-01-03,2014,1,21,Friday,N05C,0.0
2014-01-03,2014,1,21,Friday,R03,0.0
2014-01-03,2014,1,21,Friday,R06,0.0
2014-01-03,2014,1,22,Friday,M01AB,0.0
2014-01-03,2014,1,22,Friday,M01AE,0.0
2014-01-03,2014,1,22,Friday,N02BA,0.0
2014-01-03,2014,1,22,Friday,N02BE,0.0
2014-01-03,2014,1,22,Friday,N05B,0.0
2014-01-03,2014,1,22,Friday,N05C,0.0
2014-01-03,2014,1,22,Friday,R03,0.0
2014-01-03,2014,1,22,Friday,R06,0.0
2014-01-03,2014,1,23,Friday,M01AB,0.0
2014-01-03,2014,1,23,Friday,M01AE,0.0
2014-01-03,2014,1,23,Friday,N02BA,0.0
2014-01-03,2014,1,23,Friday,N02BE,0.0
2014-01-03,2014,1,23,Friday,N05B,0.0
2014-01-03,2014,1,23,Friday,N05C,0.0
2014-01-03,2014,1,23,Friday,R03,0.0
2014-01-03,2014,1,23,Friday,R06,0.0
2014-01-04,2014,1,0,Saturday,M01AB,0.0
2014-01-04,2014,1,0,Saturday,M01AE,0.0
2014-01-04,2014,1,0,Saturday,N02BA,0.0
2014-01-04,2014,1,0,Saturday,N02BE,0.0
2014-01-04,2014,1,0,Saturday,N05B,0.0
2014-01-04,2014,1,0,Saturday,N05C,0.0
2014-01-04,2014,1,0,Saturday,R03,0.0
2014-01-04,2014,1,0,Saturday,R06,0.0
2014-01-04,2014,1,1,Saturday,M01AB,0.0
2014-01-04,2014,1,1,Saturday,M01AE,0.0
2014-01-04,2014,1,1,Saturday,N02BA,0.0
2014-01-04,2014,1,1,Saturday,N02BE,0.0
2014-01-04,2014,1,1,Saturday,N05B,0.0
2014-01-04,2014,1,1,Saturday,N05C,0.0
2014-01-04,2014,1,1,Saturday,R03,0.0
2014-01-04,2014,1,1,Saturday,R06,0.0
2014-01-04,2014,1,2,Saturday,M01AB,0.0
2014-01-04,2014,1,2,Saturday,M01AE,0.0
2014-01-04,2014,1,2,Saturday,N02BA,0.0
2014-01-04,2014,1,2,Saturday,N02BE,0.0
2014-01-04,2014,1,2,Saturday,N05B,0.0
2014-01-04,2014,1,2,Saturday,N05C,0.0
2014-01-04,2014,1,2,Saturday,R03,0.0
2014-01-04,2014,1,2,Saturday,R06,0.0
2014-01-04,2014,1,3,Saturday,M01AB,0.0
2014-01-04,2014,1,3,Saturday,M01AE,0.0
2014-01-04,2014,1,3,Saturday,N02BA,0.0
2014-01-04,2014,1,3,Saturday,N02BE,0.0
2014-01-04,2014,1,3,Saturday,N05B,0.0
2014-01-04,2014,1,3,Saturday,N05C,0.0
2014-01-04,2014,1,3,Saturday,R03,0.0
2014-01-04,2014,1,3,Saturday,R06,0.0
2014-01-04,2014,1,4,Saturday,M01AB,0.0
2014-01-04,2014,1,4,Saturday,M01AE,0.0
2014-01-04,2014,1,4,Saturday,N02BA,0.0
2014-01-04,2014,1,4,Saturday,N02BE,0.0
2014-01-04,2014,1,4,Saturday,N05B,0.0
2014-01-04,2014,1,4,Saturday,N05C,0.0
2014-01-04,2014,1,4,Saturday,R03,0.0
2014-01-04,2014,1,4,Saturday,R06,0.0
2014-01-04,2014,1,5,Saturday,M01AB,0.0
2014-01-04,2014,1,5,Saturday,M01AE,0.0
2014-01-04,2014,1,5,Saturday,N02BA,0.0
2014-01-04,2014,1,5,Saturday,N02BE,0.0
2014-01-04,2014,1,5,Saturday,N05B,0.0
2014-01-04,2014,1,5,Saturday,N05C,0.0
2014-01-04,2014,1,5,Saturday,R03,0.0
2014-01-04,2014,1,5,Saturday,R06,0.0
2014-01-04,2014,1,6,Saturday,M01AB,0.0
2014-01-04,2014,1,6,Saturday,M01AE,0.0
2014-01-04,2014,1,6,Saturday,N02BA,0.0
2014-01-04,2014,1,6,Saturday,N02BE,0.0
2014-01-04,2014,1,6,Saturday,N05B,0.0
2014-01-04,2014,1,6,Saturday,N05C,0.0
2014-01-04,2014,1,6,Saturday,R03,0.0
2014-01-04,2014,1,6,Saturday,R06,0.0
2014-01-04,2014,1,7,Saturday,M01AB,0.0
2014-01-04,2014,1,7,Saturday,M01AE,0.0
2014-01-04,2014,1,7,Saturday,N02BA,0.0
2014-01-04,2014,1,7,Saturday,N02BE,0.0
2014-01-04,2014,1,7,Saturday,N05B,0.0
2014-01-04,2014,1,7,Saturday,N05C,0.0
2014-01-04,2014,1,7,Saturday,R03,0.0
2014-01-04,2014,1,7,Saturday,R06,0.0
2014-01-04,2014,1,8,Saturday,M01AB,1.0
2014-01-04,2014,1,8,Saturday,M01AE,0.0
2014-01-04,2014,1,8,Saturday,N02BA,0.2
2014-01-04,2014,1,8,Saturday,N02BE,0.0
2014-01-04,2014,1,8,Saturday,N05B,0.0
2014-01-04,2014,1,8,Saturday,N05C,0.0
2014-01-04,2014,1,8,Saturday,R03,0.0
2014-01-04,2014,1,8,Saturday,R06,0.0
2014-01-04,2014,1,9,Saturday,M01AB,0.0
2014-01-04,2014,1,9,Saturday,M01AE,0.0
2014-01-04,2014,1,9,Saturday,N02BA,0.0
2014-01-04,2014,1,9,Saturday,N02BE,9.0
2014-01-04,2014,1,9,Saturday,N05B,0.0
2014-01-04,2014,1,9,Saturday,N05C,0.0
2014-01-04,2014,1,9,Saturday,R03,0.0
2014-01-04,2014,1,9,Saturday,R06,0.0
2014-01-04,2014,1,10,Saturday,M01AB,0.0
2014-01-04,2014,1,10,Saturday,M01AE,0.0
2014-01-04,2014,1,10,Saturday,N02BA,1.0
2014-01-04,2014,1,10,Saturday,N02BE,9.0
2014-01-04,2014,1,10,Saturday,N05B,3.0
2014-01-04,2014,1,10,Saturday,N05C,0.0
2014-01-04,2014,1,10,Saturday,R03,5.0
2014-01-04,2014,1,10,Saturday,R06,0.0
2014-01-04,2014,1,11,Saturday,M01AB,1.0
2014-01-04,2014,1,11,Saturday,M01AE,0.0
2014-01-04,2014,1,11,Saturday,N02BA,2.0
2014-01-04,2014,1,11,Saturday,N02BE,5.0
2014-01-04,2014,1,11,Saturday,N05B,0.0
2014-01-04,2014,1,11,Saturday,N05C,0.0
2014-01-04,2014,1,11,Saturday,R03,0.0
2014-01-04,2014,1,11,Saturday,R06,0.0
2014-01-04,2014,1,12,Saturday,M01AB,0.0
2014-01-04,2014,1,12,Saturday,M01AE,0.0
2014-01-04,2014,1,12,Saturday,N02BA,0.0
2014-01-04,2014,1,12,Saturday,N02BE,2.0
2014-01-04,2014,1,12,Saturday,N05B,0.0
2014-01-04,2014,1,12,Saturday,N05C,0.0
2014-01-04,2014,1,12,Saturday,R03,0.0
2014-01-04,2014,1,12,Saturday,R06,0.0
2014-01-04,2014,1,13,Saturday,M01AB,0.0
2014-01-04,2014,1,13,Saturday,M01AE,0.0
2014-01-04,2014,1,13,Saturday,N02BA,0.0
2014-01-04,2014,1,13,Saturday,N02BE,3.0
2014-01-04,2014,1,13,Saturday,N05B,1.0
2014-01-04,2014,1,13,Saturday,N05C,0.0
2014-01-04,2014,1,13,Saturday,R03,0.0
2014-01-04,2014,1,13,Saturday,R06,0.0
2014-01-04,2014,1,14,Saturday,M01AB,0.0
2014-01-04,2014,1,14,Saturday,M01AE,1.0
2014-01-04,2014,1,14,Saturday,N02BA,0.0
2014-01-04,2014,1,14,Saturday,N02BE,6.0
2014-01-04,2014,1,14,Saturday,N05B,2.0
2014-01-04,2014,1,14,Saturday,N05C,0.0
2014-01-04,2014,1,14,Saturday,R03,0.0
2014-01-04,2014,1,14,Saturday,R06,0.0
2014-01-04,2014,1,15,Saturday,M01AB,0.0
2014-01-04,2014,1,15,Saturday,M01AE,0.0
2014-01-04,2014,1,15,Saturday,N02BA,0.0
2014-01-04,2014,1,15,Saturday,N02BE,1.0
2014-01-04,2014,1,15,Saturday,N05B,0.0
2014-01-04,2014,1,15,Saturday,N05C,0.0
2014-01-04,2014,1,15,Saturday,R03,0.0
2014-01-04,2014,1,15,Saturday,R06,0.0
2014-01-04,2014,1,16,Saturday,M01AB,0.0
2014-01-04,2014,1,16,Saturday,M01AE,0.0
2014-01-04,2014,1,16,Saturday,N02BA,0.3
2014-01-04,2014,1,16,Saturday,N02BE,6.0
2014-01-04,2014,1,16,Saturday,N05B,0.0
2014-01-04,2014,1,16,Saturday,N05C,0.0
2014-01-04,2014,1,16,Saturday,R03,0.0
2014-01-04,2014,1,16,Saturday,R06,0.0
2014-01-04,2014,1,17,Saturday,M01AB,0.0
2014-01-04,2014,1,17,Saturday,M01AE,0.0
2014-01-04,2014,1,17,Saturday,N02BA,0.0
2014-01-04,2014,1,17,Saturday,N02BE,1.25
2014-01-04,2014,1,17,Saturday,N05B,1.0
2014-01-04,2014,1,17,Saturday,N05C,0.0
2014-01-04,2014,1,17,Saturday,R03,0.0
2014-01-04,2014,1,17,Saturday,R06,0.0
2014-01-04,2014,1,18,Saturday,M01AB,0.0
2014-01-04,2014,1,18,Saturday,M01AE,0.0
2014-01-04,2014,1,18,Saturday,N02BA,0.0
2014-01-04,2014,1,18,Saturday,N02BE,10.0
2014-01-04,2014,1,18,Saturday,N05B,0.0
2014-01-04,2014,1,18,Saturday,N05C,0.0
2014-01-04,2014,1,18,Saturday,R03,0.0
2014-01-04,2014,1,18,Saturday,R06,0.0
2014-01-04,2014,1,19,Saturday,M01AB,0.0
2014-01-04,2014,1,19,Saturday,M01AE,0.0
2014-01-04,2014,1,19,Saturday,N02BA,3.0
2014-01-04,2014,1,19,Saturday,N02BE,9.0
2014-01-04,2014,1,19,Saturday,N05B,0.0
2014-01-04,2014,1,19,Saturday,N05C,0.0
2014-01-04,2014,1,19,Saturday,R03,4.0
2014-01-04,2014,1,19,Saturday,R06,1.0
2014-01-04,2014,1,20,Saturday,M01AB,0.0
2014-01-04,2014,1,20,Saturday,M01AE,0.0
2014-01-04,2014,1,20,Saturday,N02BA,0.0
2014-01-04,2014,1,20,Saturday,N02BE,0.6
2014-01-04,2014,1,20,Saturday,N05B,3.0
2014-01-04,2014,1,20,Saturday,N05C,0.0
2014-01-04,2014,1,20,Saturday,R03,0.0
2014-01-04,2014,1,20,Saturday,R06,0.0
2014-01-04,2014,1,21,Saturday,M01AB,0.0
2014-01-04,2014,1,21,Saturday,M01AE,0.0
2014-01-04,2014,1,21,Saturday,N02BA,0.0
2014-01-04,2014,1,21,Saturday,N02BE,0.0
2014-01-04,2014,1,21,Saturday,N05B,0.0
2014-01-04,2014,1,21,Saturday,N05C,0.0
2014-01-04,2014,1,21,Saturday,R03,0.0
2014-01-04,2014,1,21,Saturday,R06,0.0
2014-01-04,2014,1,22,Saturday,M01AB,0.0
2014-01-04,2014,1,22,Saturday,M01AE,0.0
2014-01-04,2014,1,22,Saturday,N02BA,0.0
2014-01-04,2014,1,22,Saturday,N02BE,0.0
2014-01-04,2014,1,22,Saturday,N05B,0.0
2014-01-04,2014,1,22,Saturday,N05C,0.0
2014-01-04,2014,1,22,Saturday,R03,0.0
2014-01-04,2014,1,22,Saturday,R06,0.0
2014-01-04,2014,1,23,Saturday,M01AB,0.0
2014-01-04,2014,1,23,Saturday,M01AE,0.0
2014-01-04,2014,1,23,Saturday,N02BA,0.0
2014-01-04,2014,1,23,Saturday,N02BE,0.0
2014-01-04,2014,1,23,Saturday,N05B,0.0
2014-01-04,2014,1,23,Saturday,N05C,0.0
2014-01-04,2014,1,23,Saturday,R03,0.0
2014-01-04,2014,1,23,Saturday,R06,0.0
2014-01-05,2014,1,0,Sunday,M01AB,0.0
2014-01-05,2014,1,0,Sunday,M01AE,0.0
2014-01-05,2014,1,0,Sunday,N02BA,0.0
2014-01-05,2014,1,0,Sunday,N02BE,0.0
2014-01-05,2014,1,0,Sunday,N05B,0.0
2014-01-05,2014,1,0,Sunday,N05C,0.0
